#Tile	Base	Mean
2117	175-179	0.21530425838066947
2117	180-184	0.20192897139119026
2117	185-189	0.2853588801857967
2117	190-194	0.1258263143101459
2117	195-199	0.26147251371126146
2117	200-204	-0.11941272101971379
2117	205-209	-0.3247677196419332
2117	210-214	0.3006483264757591
2117	215-219	0.8590009787466713
2117	220-224	0.45995930813221975
2117	225-229	-0.9597795462896741
2117	230-234	-0.38597644718120705
2117	235-239	-1.7326154852159306
2117	240-244	-0.32144478454975456
2117	245-249	0.8478479144966187
2117	250-254	0.7813487780443111
2117	255-259	0.8400863095901911
2117	260-264	1.6174400928601216
2117	265-269	0.878642313468962
2117	270-274	1.222951227711679
2117	275-279	1.1180930602185164
2117	280-284	1.2366710093457165
2117	285-289	1.1593124988534385
2117	290-294	-0.036113387873943026
2117	295-299	0.6898538525327922
2117	300-304	1.205712940671134
2117	305-309	0.14264324879579604
2117	310-314	0.5055933961080932
2117	315-319	0.3718870822332221
2117	320-324	0.4885544799050443
2117	325-326	0.6689436546669789
2118	1	-0.004257080294863158
2118	2	0.03522756197700261
2118	3	-0.039431177202118306
2118	4	0.02648121109290713
2118	5	0.07016049693974225
2118	6	0.04752921234842944
2118	7	-0.07310897265504934
2118	8	0.1620877860991854
2118	9	0.3562743858586046
2118	10-14	0.08845504276393257
2118	15-19	-0.051033291872322195
2118	20-24	-0.26749597192679175
2118	25-29	-0.3116913704612756
2118	30-34	-0.17255029781016873
2118	35-39	-0.010036804510761499
2118	40-44	-0.023629249640976013
2118	45-49	-0.16051652836789287
2118	50-54	0.04534788654459021
2118	55-59	0.09755359772995575
2118	60-64	-0.23028906623943612
2118	65-69	-0.3244356120782399
2118	70-74	-0.10067393835030458
2118	75-79	-0.19588221677805961
2118	80-84	0.021017786636207347
2118	85-89	-0.01550447642381414
2118	90-94	0.017811460485610553
2118	95-99	0.1561308513980606
2118	100-104	0.20839085958792936
2118	105-109	0.19313277363232118
2118	110-114	0.2061508252178399
2118	115-119	-0.1427539744119244
2118	120-124	0.1048747314343359
2118	125-129	-0.2659545787825266
2118	130-134	0.1558982145907919
2118	135-139	0.2379712135940082
2118	140-144	-0.11103762322610322
2118	145-149	0.013351796552896644
2118	150-154	-0.010316766861038218
2118	155-159	0.19182157714502068
2118	160-164	0.1737362418380215
2118	165-169	0.39728705803920406
2118	170-174	0.27254686010609674
2118	175-179	0.20496084390644853
2118	180-184	0.22250515367133517
2118	185-189	0.1271095563598834
2118	190-194	0.30222988778772475
2118	195-199	0.2581777018105882
2118	200-204	0.5005692476713719
2118	205-209	0.10933194432004001
2118	210-214	0.6386411139521826
2118	215-219	0.9831260504620971
2118	220-224	0.4396331053619562
2118	225-229	0.5268936772165986
2118	230-234	0.6189124963480097
2118	235-239	0.7772976366593269
2118	240-244	0.9781618050740519
2118	245-249	0.7515156466497217
2118	250-254	0.6744763905350979
2118	255-259	-0.13494852362020282
2118	260-264	1.2354304215217056
2118	265-269	1.0476243641205478
2118	270-274	1.6756641200975473
2118	275-279	1.616666947604795
2118	280-284	1.3759669686933158
2118	285-289	1.2176888614466748
2118	290-294	1.4794509101344175
2118	295-299	1.3042952917590895
2118	300-304	1.3888577648658682
2118	305-309	1.7178461010210242
2118	310-314	2.0518273113609453
2118	315-319	0.9161334554813223
2118	320-324	-1.2378204073992762
2118	325-326	-0.2684692623070397
2119	1	0.039101677349606234
2119	2	0.17245012777099333
2119	3	-0.050665974151201
2119	4	0.04556662303546233
2119	5	-0.004377399026722628
2119	6	0.10847884472663338
2119	7	-0.1968463463924195
2119	8	0.18325180726321122
2119	9	0.1809668891225371
2119	10-14	0.09500352074097407
2119	15-19	0.03184996243950167
2119	20-24	0.01182444310790487
2119	25-29	-0.1583690314246411
2119	30-34	-0.039526179071764034
2119	35-39	-0.03914420504672478
2119	40-44	0.07032045145158605
2119	45-49	0.038432142009348524
2119	50-54	0.16930171049840936
2119	55-59	0.1629902774523515
2119	60-64	0.27471333876296455
2119	65-69	0.023372400015489347
2119	70-74	-0.07203035970673
2119	75-79	0.10298056065614247
2119	80-84	-0.03196785206371544
2119	85-89	0.15629515251867332
2119	90-94	0.17544562526263263
2119	95-99	0.13770509725802071
2119	100-104	0.3148603160573913
2119	105-109	0.10938715417241696
2119	110-114	0.08273640894628187
2119	115-119	-0.11267770147851763
2119	120-124	0.08316099543488775
2119	125-129	0.12730110733031097
2119	130-134	0.006417007966717847
2119	135-139	0.2272792600449236
2119	140-144	0.09589565513574883
2119	145-149	0.15517478837589493
2119	150-154	0.6228757020457181
2119	155-159	0.48983916801976335
2119	160-164	0.48153875678338665
2119	165-169	0.5243776922727079
2119	170-174	0.5210007871314488
2119	175-179	0.06006975615821375
2119	180-184	0.1848737374684859
2119	185-189	0.17702366341684694
2119	190-194	0.4608020035026996
2119	195-199	0.5365601659073391
2119	200-204	0.4350707250299948
2119	205-209	0.1919850055445309
2119	210-214	0.4001232825772192
2119	215-219	0.44904716638322384
2119	220-224	0.4914231142948182
2119	225-229	0.8453022527680218
2119	230-234	1.1002118847902622
2119	235-239	1.114757266976099
2119	240-244	1.092213890554703
2119	245-249	1.394609854029639
2119	250-254	1.2394698626714202
2119	255-259	0.9456259283828174
2119	260-264	1.216025487831054
2119	265-269	1.6727978678654871
2119	270-274	1.9642060014965814
2119	275-279	1.5574145597809697
2119	280-284	1.8413314983435534
2119	285-289	2.147823541581353
2119	290-294	2.263495437036088
2119	295-299	1.2190482636549191
2119	300-304	0.8044524876034487
2119	305-309	2.003069079101145
2119	310-314	1.8026140907191532
2119	315-319	0.8552491017398225
2119	320-324	0.8999999732782484
2119	325-326	0.10843756102835655
