#Tile	Base	Mean
1112	300-304	-0.39481059396347007
1112	305-309	0.7072859838188812
1112	310-314	0.08077578557533727
1112	315-319	0.535660899179998
1112	320-324	-0.35631835749751417
1112	325-326	-0.6653225779237673
1113	1	-0.0445187756552059
1113	2	-0.0741366495978113
1113	3	0.028856370762156303
1113	4	0.012997448203392992
1113	5	0.05280563486179801
1113	6	-0.002761120090703173
1113	7	-0.1520052566262038
1113	8	-0.053267574014910224
1113	9	0.07543010138940787
1113	10-14	0.10203445123281085
1113	15-19	0.12102008854805746
1113	20-24	0.1197786384165056
1113	25-29	0.11724792572309894
1113	30-34	0.13133551608277827
1113	35-39	0.046211851357575995
1113	40-44	0.19924362663099515
1113	45-49	-0.009301433344866439
1113	50-54	0.08061450567144135
1113	55-59	0.17528572219372052
1113	60-64	0.13350144164424904
1113	65-69	0.22785874992612776
1113	70-74	0.1907807799762864
1113	75-79	0.18432254399480286
1113	80-84	0.14937189034092313
1113	85-89	0.23547631522729517
1113	90-94	0.22281728977240078
1113	95-99	0.1547765326322832
1113	100-104	0.05740837008630706
1113	105-109	0.13736913706288334
1113	110-114	0.2878462987483488
1113	115-119	0.4381248330178664
1113	120-124	0.347893736041172
1113	125-129	0.391760453985988
1113	130-134	0.3139975275272775
1113	135-139	0.18518051328727125
1113	140-144	0.32250058407012716
1113	145-149	0.42992338359038484
1113	150-154	0.32160565268914354
1113	155-159	0.5663340110703388
1113	160-164	0.29416081765835855
1113	165-169	0.4813119824848613
1113	170-174	0.12395041653698513
1113	175-179	0.020476933869879588
1113	180-184	0.19555290854699336
1113	185-189	0.12761891151625804
1113	190-194	0.11767466802927373
1113	195-199	0.23196288976265578
1113	200-204	0.4102254895358399
1113	205-209	0.3813915501923404
1113	210-214	0.647117349704402
1113	215-219	0.5529659997529706
1113	220-224	0.5563614605975644
1113	225-229	0.2092428231977692
1113	230-234	0.5811958789190115
1113	235-239	0.9897943824458224
1113	240-244	0.23576308185764105
1113	245-249	0.7219464479219724
1113	250-254	0.574498462591869
1113	255-259	0.09061884142897725
1113	260-264	0.8662554636849933
1113	265-269	0.1074107745249755
1113	270-274	-0.11265523426649082
1113	275-279	-0.035120888994072175
1113	280-284	0.2737331633575373
1113	285-289	-0.028206867893317167
1113	290-294	-0.5131192959846338
1113	295-299	0.5910735638000197
1113	300-304	-0.3584460485064014
1113	305-309	-0.5792998122527706
1113	310-314	-0.3166764295697
1113	315-319	-0.2521829559418194
1113	320-324	-0.3668694979173459
1113	325-326	-0.6673948059021804
1114	1	0.1032599265078531
1114	2	0.10359490891578105
1114	3	0.021657258172027127
1114	4	0.09427032673916358
1114	5	0.12090879625947082
1114	6	-0.013457182209393181
1114	7	0.1302243606782838
1114	8	-0.027674118662716296
1114	9	0.14083220898785243
1114	10-14	0.07808769582515396
1114	15-19	0.18507555166509349
1114	20-24	0.17155844984190338
1114	25-29	0.07188686083124907
1114	30-34	0.19617079062520304
1114	35-39	0.315663875761345
1114	40-44	0.3183911585222816
1114	45-49	0.19606850564570522
1114	50-54	0.07377645797316035
1114	55-59	0.029118223580290703
1114	60-64	0.14261569566532728
1114	65-69	0.2925575852006759
1114	70-74	0.24704034736397773
1114	75-79	0.29553274920833417
1114	80-84	0.3141062220103521
1114	85-89	0.4023254555489828
1114	90-94	0.4552604400774456
1114	95-99	0.3183145248674464
1114	100-104	0.24686705006411813
1114	105-109	0.39798311376837603
1114	110-114	0.4397902810001497
1114	115-119	0.4734637126629053
1114	120-124	0.35921486748875964
1114	125-129	0.4150250130542119
1114	130-134	0.34992542547514205
1114	135-139	0.16280114556680303
1114	140-144	0.42002360126369354
1114	145-149	0.5274946536957614
1114	150-154	0.4017376549076701
1114	155-159	0.4612297404103316
1114	160-164	0.5171852214298553
1114	165-169	0.45925984715486123
1114	170-174	0.35448563561629953
1114	175-179	0.18507649016495265
1114	180-184	0.08299494958970399
1114	185-189	0.10627282166599628
1114	190-194	0.10186934357003707
1114	195-199	0.2117083140554925
1114	200-204	0.13888217284144133
1114	205-209	0.09431833887786212
1114	210-214	-0.2462908588369217
1114	215-219	0.19198319331924552
1114	220-224	0.09717732304902427
1114	225-229	0.03100932347509655
1114	230-234	0.6885519521303323
1114	235-239	0.6651343713532043
1114	240-244	-0.25134839900758266
1114	245-249	-0.6741578227380387
1114	250-254	0.4368301320316945
1114	255-259	0.3485888913457842
1114	260-264	-0.7233246805191129
1114	265-269	-0.03586543179781998
1114	270-274	0.4893103786009547
1114	275-279	0.6690138863802986
1114	280-284	-0.37761126259920985
1114	285-289	-0.45964447188666213
1114	290-294	-0.7961409266002804
1114	295-299	-0.05749382388717095
1114	300-304	0.6747353158862808
1114	305-309	-0.7287457357136731
1114	310-314	-0.4872815321764712
1114	315-319	0.5485824350731541
1114	320-324	-1.492269386991115
1114	325-326	-1.18302708543629
1115	1	0.029360250132448584
1115	2	0.011847336100245798
1115	3	-0.014135622086868693
1115	4	-0.046846178115202974
1115	5	-0.13271579920978382
1115	6	-0.025253298714247308
1115	7	0.10731173931906568
1115	8	0.04858801725961115
1115	9	0.10115583358332003
1115	10-14	-0.05288965045316729
1115	15-19	0.07706260668126674
1115	20-24	0.09784647573187755
1115	25-29	0.10281889966619673
1115	30-34	0.08227435049575149
1115	35-39	0.33033701491992673
1115	40-44	0.1845108996226159
1115	45-49	0.21501348946447507
1115	50-54	0.14137192722881764
1115	55-59	0.13500819121783536
1115	60-64	0.16171278304396708
1115	65-69	0.25774852371200296
1115	70-74	0.2787296677523301
1115	75-79	0.23748744176496928
1115	80-84	-0.044301544979937546
1115	85-89	-0.057503023415428345
1115	90-94	0.03815688020689123
1115	95-99	-0.30458838775390973
1115	100-104	-0.2527510729132203
1115	105-109	-0.13036963704068683
1115	110-114	0.023075070644161144
1115	115-119	-0.025073504165575855
1115	120-124	-0.09883043995461094
1115	125-129	0.005840547034786425
1115	130-134	-0.0767218237158005
1115	135-139	-0.6794318641419395
1115	140-144	-0.41428707834795375
1115	145-149	-0.04552476377996584
1115	150-154	-0.044974319202367496
1115	155-159	-0.15686411072236695
1115	160-164	-0.32468856497791165
1115	165-169	-0.3867595703208693
1115	170-174	-0.4916794129273825
1115	175-179	-0.1868296587023579
1115	180-184	-0.008830293128752942
1115	185-189	-0.12880484823689642
1115	190-194	-0.12048987973093972
1115	195-199	-0.12985479274062328
1115	200-204	0.047607091935297774
1115	205-209	0.273862028198252
1115	210-214	-0.04679247695990085
1115	215-219	-0.16608800409176183
1115	220-224	-0.21826927889271985
1115	225-229	0.03283780243949508
1115	230-234	0.11415389387789787
1115	235-239	0.4760923001557984
1115	240-244	-0.29929014658040387
1115	245-249	-1.1009280492752538
1115	250-254	-1.3348591883566527
1115	255-259	-0.35451790477071654
1115	260-264	-2.968182285697111
1115	265-269	-2.0886777295324457
1115	270-274	-1.881666967677365
1115	275-279	-0.9299019712248757
1115	280-284	-2.7484138515959664
1115	285-289	-3.201243177388278
1115	290-294	-1.4807234508721159
1115	295-299	0.5865223573426022
1115	300-304	-0.45626144786776734
1115	305-309	-1.5023606224450603
1115	310-314	-1.5830647036975058
1115	315-319	-0.4204790535999834
1115	320-324	-0.8033114581885243
1115	325-326	-0.701457506148266
1116	1	-0.09909825825713625
1116	2	-0.1166373979453752
1116	3	-0.20597105085012402
1116	4	-0.08946549173733587
1116	5	-0.03923707083939121
1116	6	-0.006517690042997515
1116	7	0.18283376100243487
1116	8	0.059054676583095045
1116	9	-0.07669345281657769
1116	10-14	-0.006735642910669526
1116	15-19	0.09941158624098989
1116	20-24	0.11801820132759389
1116	25-29	0.05706352209542587
1116	30-34	0.08106220067382708
1116	35-39	0.11859526420003164
1116	40-44	0.037142644205708564
1116	45-49	0.10033971039990064
1116	50-54	0.12217894311632449
1116	55-59	0.09847532784825574
1116	60-64	0.08083233531956324
1116	65-69	0.10094008114880637
1116	70-74	0.1799349989036898
1116	75-79	0.1923971468312402
1116	80-84	-0.19398237874598578
1116	85-89	-0.10415374488321305
1116	90-94	-0.2858605755897585
1116	95-99	-0.31777569663444183
1116	100-104	-0.16528746101097624
1116	105-109	-0.027451246037131227
1116	110-114	0.061489362577674456
1116	115-119	-0.09421429922256408
1116	120-124	-0.0823864291076788
1116	125-129	0.09526164190347686
1116	130-134	-0.2164851633957312
1116	135-139	-0.4325797296357905
1116	140-144	-0.22566953758017405
1116	145-149	0.10887931063795264
1116	150-154	-0.08725532186164742
1116	155-159	-0.3270193141547679
1116	160-164	-0.2757488682514051
1116	165-169	-0.960988667161736
1116	170-174	-1.8328374329952553
1116	175-179	0.05296357822545872
1116	180-184	0.24183557627797114
1116	185-189	-0.13312264024646936
1116	190-194	-0.054884303107442634
1116	195-199	0.06282824922566732
1116	200-204	0.08850075739033514
1116	205-209	-0.10920354118696451
1116	210-214	-0.10212284154897588
1116	215-219	0.16728519223875082
1116	220-224	-0.2005790248710113
1116	225-229	0.21417247852641452
1116	230-234	-0.1672940770430884
1116	235-239	0.1588966620069101
1116	240-244	-0.7048038285051561
1116	245-249	-0.757144316525185
1116	250-254	-0.9279067669418382
1116	255-259	0.5504041263538895
1116	260-264	-1.3324975600436915
1116	265-269	-1.8027163232078678
1116	270-274	-1.352314688930111
1116	275-279	-0.5808159353376858
1116	280-284	-0.5024313598439392
1116	285-289	-0.7944937425511682
1116	290-294	-0.29916847927450974
1116	295-299	0.15549321014848516
1116	300-304	-0.18687570518341445
1116	305-309	-1.045619317561318
1116	310-314	0.09565579899587107
1116	315-319	-0.17948887773073707
1116	320-324	0.021848387185006146
1116	325-326	2.124452655244422
1117	1	0.048324338746184026
1117	2	-0.012588665963448875
1117	3	0.006939061714703598
1117	4	-0.09533514830109624
1117	5	0.018606058739344178
1117	6	0.11535924291138144
1117	7	0.07866236389889991
1117	8	-0.07278684007978597
1117	9	-0.06921610019089286
1117	10-14	-0.051973495801263425
1117	15-19	0.03073738741387899
1117	20-24	0.028059254994886373
1117	25-29	0.022453688528514704
1117	30-34	-0.00912067475321976
1117	35-39	0.10929672600289564
1117	40-44	0.024734153691376548
1117	45-49	-0.12273020610952301
1117	50-54	-0.09964866279978679
1117	55-59	-0.12099449783677585
1117	60-64	-0.23327963444739197
1117	65-69	0.026915073123383593
1117	70-74	-0.12566818725759532
1117	75-79	0.03887574437741392
1117	80-84	0.025359040045785264
1117	85-89	-0.1812542545959488
1117	90-94	0.029068813668438054
1117	95-99	-0.06495922714542957
1117	100-104	-0.07190589679577641
1117	105-109	-0.06966422922679527
1117	110-114	-0.012198446858150191
1117	115-119	-0.11463934691842326
1117	120-124	-0.04768368323587424
1117	125-129	0.12610069743423935
1117	130-134	0.04872413723037994
1117	135-139	-0.23550803317715463
1117	140-144	-0.24670425702937848
1117	145-149	-1.1726256832389481E-4
1117	150-154	-0.3295763547541668
1117	155-159	-0.48575737714200784
1117	160-164	-0.2647648590854459
1117	165-169	-1.2130106842461075
1117	170-174	-2.0139282130149425
1117	175-179	-0.17049677875614577
1117	180-184	-0.09736897955684043
1117	185-189	-0.15780286271402844
1117	190-194	-0.012657226478268058
1117	195-199	0.028186574925058494
1117	200-204	-0.114863398817171
1117	205-209	-0.10962530041360452
1117	210-214	-0.8928206494971462
1117	215-219	0.2363696667491979
1117	220-224	-0.2201125320234354
1117	225-229	-0.4216718359451974
1117	230-234	-0.6520937805588787
1117	235-239	-0.11822472687546082
1117	240-244	0.35385933046100604
1117	245-249	-1.0570370497911767
1117	250-254	-1.3095273558910137
1117	255-259	-0.1474497559972079
1117	260-264	-1.6458834566865903
1117	265-269	-1.3449008585288986
1117	270-274	-0.6633595086776332
1117	275-279	0.5567997156878697
1117	280-284	0.6211294781415333
1117	285-289	0.18604634936937714
1117	290-294	0.17167871913241228
1117	295-299	-0.6639849672043994
1117	300-304	-2.7777316728415826
1117	305-309	0.21418019021225376
1117	310-314	-1.0447581827400754
1117	315-319	0.4096774431246857
1117	320-324	1.028297440706151
1117	325-326	-0.6278016426021509
1118	1	0.04273147122330556
1118	2	0.02188759184260647
1118	3	0.03125075410698486
1118	4	0.015123985275749874
1118	5	0.07058359300744144
1118	6	0.12869728933532087
1118	7	-0.0312390539558578
1118	8	-0.007714769069224303
1118	9	0.037417574841512646
1118	10-14	0.15594135436173673
1118	15-19	0.1550592915024822
1118	20-24	-0.06127894853207039
1118	25-29	0.13096003156294955
1118	30-34	0.06691875810487602
1118	35-39	0.2462167212898052
1118	40-44	0.3012935975466817
1118	45-49	0.15930427800342528
1118	50-54	0.18441873439592626
1118	55-59	0.0855409878079385
1118	60-64	0.03860756558402301
1118	65-69	0.21863888601368586
1118	70-74	0.08902408720138055
1118	75-79	0.13852461912703262
1118	80-84	0.08763467729491481
1118	85-89	0.25834984579287834
1118	90-94	0.06099214739452208
1118	95-99	0.1523063947861445
1118	100-104	0.2569971313649333
1118	105-109	0.2749993739309815
1118	110-114	0.22552198831722592
1118	115-119	-9.753117273447742E-4
1118	120-124	0.13732868862697245
1118	125-129	0.2073339561436498
1118	130-134	0.11238071002799188
1118	135-139	0.3425572431277786
1118	140-144	0.3026740077677559
1118	145-149	-0.061456565816435216
1118	150-154	0.155900256533684
1118	155-159	0.30564437455667104
1118	160-164	0.17512831086074954
1118	165-169	0.2911297658540448
1118	170-174	0.18233116407159145
1118	175-179	0.07114966089665842
1118	180-184	0.14593803902059221
1118	185-189	-0.13106864174862665
1118	190-194	-0.053439599519393255
1118	195-199	-0.03805591358678129
1118	200-204	0.16190656308534557
1118	205-209	0.0594646803412715
1118	210-214	0.3066766208378695
1118	215-219	0.5393978274655922
1118	220-224	0.10489277020349874
1118	225-229	0.007554038922243933
1118	230-234	0.17730804969130531
1118	235-239	-0.04119083189882389
1118	240-244	0.05159469042331466
1118	245-249	-1.4239464406242135
1118	250-254	-0.8339340956105872
1118	255-259	-0.14376883223144432
1118	260-264	-0.40517020897439693
1118	265-269	0.2607768446249459
1118	270-274	-0.4403156376592108
1118	275-279	0.3084041302827423
1118	280-284	0.8218521520349427
1118	285-289	-0.21377455318746996
1118	290-294	-0.2071327965189731
1118	295-299	-0.40475398648879946
1118	300-304	-0.1911671231381149
1118	305-309	0.24988028054649192
1118	310-314	-1.2407693370545196
1118	315-319	-0.3081655324065231
1118	320-324	-0.8306758910561491
1118	325-326	-1.2018482236476729
1119	1	0.07143144754345343
1119	2	0.02964668885105226
1119	3	0.008518099595974604
1119	4	0.029205601820073923
1119	5	0.03071462150219162
1119	6	0.011963529764720704
1119	7	-0.06582741925699054
1119	8	0.045351771304922295
1119	9	0.19177072031471454
1119	10-14	0.02186763110022838
1119	15-19	0.03887490441589847
1119	20-24	0.03862317476100685
1119	25-29	0.039712103549696565
1119	30-34	0.1392322792983407
1119	35-39	0.26011047770309403
1119	40-44	0.2599154303669522
1119	45-49	0.0722950428625353
1119	50-54	0.1870029951899923
1119	55-59	0.10588197762560014
1119	60-64	0.17045064712163338
1119	65-69	0.1668100123851417
1119	70-74	0.08908565480734865
1119	75-79	0.04169456150606976
1119	80-84	0.02171787249579893
1119	85-89	0.23861348143894645
1119	90-94	0.09996917794152438
1119	95-99	0.23133394234317706
1119	100-104	0.32653695297673835
1119	105-109	0.3181740522797014
1119	110-114	0.1447579185406056
1119	115-119	0.34321128547843216
1119	120-124	0.2804575859353591
1119	125-129	0.3226690259991969
1119	130-134	0.4109804416563776
1119	135-139	0.2807623106153443
1119	140-144	0.29606890870705627
1119	145-149	0.4124040388090293
1119	150-154	0.43560820506947806
1119	155-159	0.5285727824815325
1119	160-164	0.5723988136628648
1119	165-169	0.6970591999056737
1119	170-174	0.5798416226713172
1119	175-179	0.2581541600678605
1119	180-184	0.4112344317903407
1119	185-189	0.367311656617467
1119	190-194	0.042940540981035724
1119	195-199	0.047167860981062404
1119	200-204	0.35537408222655387
1119	205-209	0.08065814470310073
1119	210-214	0.48912985313718593
1119	215-219	0.5455624813451365
1119	220-224	0.23221615800048312
1119	225-229	-0.4833434273339705
1119	230-234	0.23065874824683164
1119	235-239	0.1660599376962466
1119	240-244	0.16349302494063522
1119	245-249	-1.8705073373011452
1119	250-254	-1.3736941398129616
1119	255-259	-0.044485542311171855
1119	260-264	0.13343583728023845
1119	265-269	0.8692510730565495
1119	270-274	-0.21856017156085628
1119	275-279	0.8451789349239895
1119	280-284	0.9680910027729688
1119	285-289	0.1029639423528188
1119	290-294	-0.17878170329930398
1119	295-299	0.1088524544299787
1119	300-304	-0.6261643604891276
1119	305-309	1.3630115458397292
1119	310-314	-0.1481132473868243
1119	315-319	0.5979675483417637
1119	320-324	0.33649436705419333
1119	325-326	-0.2524283799346705
2101	1	-0.08252659034607746
2101	2	0.03037393513300657
2101	3	0.11049620948288918
2101	4	-0.16271469198742494
2101	5	0.042968721353105366
2101	6	-0.1244496915726856
2101	7	-0.21262208126928073
2101	8	-0.08162542952413787
2101	9	-0.16957977603087215
2101	10-14	-0.1969535026767133
2101	15-19	-0.05944879290419891
2101	20-24	-0.11102956513936135
2101	25-29	-0.08071988074178194
2101	30-34	-0.2731999958916447
2101	35-39	-0.25571440139221124
2101	40-44	-0.28590472162752434
2101	45-49	-0.36946707487863506
2101	50-54	-0.34090144464855854
2101	55-59	-0.3036158588167126
2101	60-64	-0.2226914204395385
2101	65-69	-0.49930758333865555
2101	70-74	-0.4282555327858404
2101	75-79	-0.31970320584783707
2101	80-84	-0.5099537030832693
2101	85-89	-0.25827754070570563
2101	90-94	-0.09475828651431328
2101	95-99	-0.233187347791727
2101	100-104	-0.3923314518085306
2101	105-109	-0.3789569611379875
2101	110-114	-0.4987677714343022
2101	115-119	-0.5700718678614365
2101	120-124	-0.39085254824158255
2101	125-129	-0.466974986945786
2101	130-134	-0.706037121341339
2101	135-139	-0.3182849967552954
2101	140-144	-0.4366280841295662
2101	145-149	-0.5454229493004945
2101	150-154	-0.47295148366911377
2101	155-159	-0.7006916079042753
2101	160-164	-0.7852754527274541
2101	165-169	-0.5776689917964504
2101	170-174	-0.5956829037095375
2101	175-179	-0.9568598394230676
2101	180-184	-1.0089975597736043
2101	185-189	-0.8448769910680696
2101	190-194	-0.9156100571790233
2101	195-199	-0.9722205248958105
2101	200-204	-1.0133725088064907
2101	205-209	-1.1398502004479738
2101	210-214	-1.5334256902976122
2101	215-219	-1.7783239227856242
2101	220-224	-1.314054886688794
2101	225-229	-1.3311816877608607
2101	230-234	-1.960163403674919
2101	235-239	-1.8587682503696428
2101	240-244	-1.92993266867051
2101	245-249	-1.8083750512024572
2101	250-254	-1.028248519653701
2101	255-259	-2.156954179815262
2101	260-264	-2.6204894745266003
2101	265-269	-1.9448429598877048
2101	270-274	-2.9167420558559733
2101	275-279	-2.4425778739193227
2101	280-284	-2.1214839217752335
2101	285-289	-2.9525358576544463
2101	290-294	-3.0398413011321104
2101	295-299	-3.3505162957972843
2101	300-304	-2.827938841417094
2101	305-309	-3.239086559683706
2101	310-314	-2.7689706707532515
2101	315-319	-2.5908183139905177
2101	320-324	-2.7400446678899897
2101	325-326	-0.32173495060482793
2102	1	-0.05706381449933673
2102	2	0.00275558037860435
2102	3	-0.10851060753540764
2102	4	-0.05468650779320683
2102	5	-0.1652063116541953
2102	6	-0.10310946038684676
2102	7	-0.10668211414185436
2102	8	0.08166640891521837
2102	9	-0.12446755120399189
2102	10-14	-0.1284734552539888
2102	15-19	-0.19067504785529366
2102	20-24	-0.18515857653698475
2102	25-29	-0.22006997370112913
2102	30-34	-0.4018435978640085
2102	35-39	-0.3221250930635904
2102	40-44	-0.09179349375587975
2102	45-49	0.007584093175687201
2102	50-54	-0.26871514874146385
2102	55-59	-0.029970505436494932
2102	60-64	0.023582122523841065
2102	65-69	-0.05223378170580162
2102	70-74	-0.12359274616120075
2102	75-79	-0.06985813808182684
2102	80-84	-0.3743206365028371
2102	85-89	-0.6646553597987435
2102	90-94	-0.5732887205940216
2102	95-99	-0.4259324775306368
2102	100-104	-0.33578522811333755
2102	105-109	-0.5731032171668744
2102	110-114	-1.157320030750455
2102	115-119	-0.590382810118868
2102	120-124	-0.9390297368277913
2102	125-129	-0.954385058888235
2102	130-134	-0.8743959174505207
2102	135-139	-0.5256880630662906
2102	140-144	-0.5905903076092116
2102	145-149	-0.7283063055368544
2102	150-154	-0.6021999949724233
2102	155-159	-0.6581539526352316
2102	160-164	-0.4679634596253024
2102	165-169	-0.6323708482887866
2102	170-174	-0.7097709591079209
2102	175-179	-0.4309834618734172
2102	180-184	-0.40132639333595677
2102	185-189	-0.3596912071109699
2102	190-194	-0.2829436060702477
2102	195-199	-0.24227010321069287
2102	200-204	-0.20033125641515426
2102	205-209	-0.18835072587033608
2102	210-214	-0.32090716579136824
2102	215-219	-0.4555515788630089
2102	220-224	-0.4345948592051627
2102	225-229	-0.33806741513402017
2102	230-234	0.04093324709435109
2102	235-239	-0.212760113059268
2102	240-244	-0.030441924187442737
2102	245-249	0.06976064248977565
2102	250-254	0.19636010805087523
2102	255-259	0.2567903301947041
2102	260-264	0.23700385665115675
2102	265-269	-0.6937719066179611
2102	270-274	-0.5247567676820211
2102	275-279	0.3167476993299445
2102	280-284	0.5055685935159033
2102	285-289	-1.0440617380737152
2102	290-294	-2.053018624442
2102	295-299	-1.0199326728080322
2102	300-304	-0.7129481373511339
2102	305-309	-0.7854867429079135
2102	310-314	-0.2500177432076427
2102	315-319	-0.45818015485490093
2102	320-324	-0.9733389313556202
2102	325-326	-1.2673436321988802
2103	1	0.06204807731575812
2103	2	0.1109856928774775
2103	3	-0.06101180227081926
2103	4	0.035625802502181614
2103	5	-0.06043770284286154
2103	6	-0.046524207942482576
2103	7	0.04164267306607883
2103	8	-0.08618100076923696
2103	9	-0.11376982572190286
2103	10-14	-0.1945442610868824
2103	15-19	-0.12805670446896045
2103	20-24	-0.1545714125159563
2103	25-29	-0.3792190637648005
2103	30-34	-0.12422777310908373
2103	35-39	-0.33164551981016643
2103	40-44	-0.020693820532166285
2103	45-49	-0.1727370000395183
2103	50-54	-0.07867536728117841
2103	55-59	-0.18956519951964168
2103	60-64	0.06279463043492939
2103	65-69	-0.08444061946719472
2103	70-74	-0.13336180703458922
2103	75-79	-0.0789639593494158
2103	80-84	-0.23916247936606538
2103	85-89	-0.411889385863347
2103	90-94	-0.4017802541176465
2103	95-99	-0.14575668997396463
2103	100-104	-0.09284449990595789
2103	105-109	-0.26081939969661505
2103	110-114	-0.7564604670549002
2103	115-119	-0.5788474782407462
2103	120-124	-1.0648928524394208
2103	125-129	-0.9583573926908571
2103	130-134	-0.45315416758290894
2103	135-139	-0.19797084725185954
2103	140-144	-0.3902325327877776
2103	145-149	-1.0945262918458312
2103	150-154	-0.3777033983538516
2103	155-159	-0.4483028747901514
2103	160-164	-0.44364122979695253
2103	165-169	-0.595844880553102
2103	170-174	-0.06719898437173555
2103	175-179	-0.48396061336587337
2103	180-184	-0.30988715693334257
2103	185-189	-0.05072358766972229
2103	190-194	-0.18261360077466549
2103	195-199	0.036413879585111886
2103	200-204	0.027705631848021994
2103	205-209	0.21203288106816842
2103	210-214	-0.33345124184111796
2103	215-219	-0.2875117199063695
2103	220-224	0.10705942957207526
2103	225-229	0.0742977735050161
2103	230-234	-0.18900101016769355
2103	235-239	-0.19911817203398385
2103	240-244	0.1320950480301235
2103	245-249	0.3155680898891333
2103	250-254	0.052337014138210236
2103	255-259	-0.5309084156560004
2103	260-264	-0.13754311259570784
2103	265-269	-0.3932927208462935
2103	270-274	0.2139016413178858
2103	275-279	0.05205697435157575
2103	280-284	-0.027331190785918835
2103	285-289	-0.3699532690141254
2103	290-294	0.01583752941408889
2103	295-299	-1.0975782044975837
2103	300-304	-0.3092754561065405
2103	305-309	-0.3228767949596332
2103	310-314	0.20796502677027107
2103	315-319	-1.4072883010130184
2103	320-324	-1.2005446712520325
2103	325-326	-1.0761778933357533
2104	1	0.055163841098604394
2104	2	-0.06716428444128297
2104	3	0.06362641594189711
2104	4	0.01617424132991374
2104	5	0.09304402757619812
2104	6	0.06256298386415438
2104	7	0.27534891583842835
2104	8	0.21343501538235898
2104	9	0.004984047659263524
2104	10-14	0.026315453832268076
2104	15-19	0.014076737904716197
2104	20-24	0.08569961235674128
2104	25-29	-0.026255487923201315
2104	30-34	0.05508182265366912
2104	35-39	0.17357372155019846
2104	40-44	0.15449673384851081
2104	45-49	0.01748962071094695
2104	50-54	-0.08951061201497623
2104	55-59	0.11848951658148366
2104	60-64	0.17420169803780539
2104	65-69	0.051262211535181734
2104	70-74	0.031837500388888884
2104	75-79	0.09912468277892117
2104	80-84	-0.05208120384966719
2104	85-89	0.05268251367471777
2104	90-94	0.1761441885946482
2104	95-99	0.2511982733846523
2104	100-104	0.012805365603860253
2104	105-109	0.05474823832354048
2104	110-114	-0.06573166443282474
2104	115-119	-0.02356594332760409
2104	120-124	-0.3131125346464714
2104	125-129	-0.12391448872514843
2104	130-134	-0.11925369670753838
2104	135-139	0.13664456193691166
2104	140-144	-0.07885421605540444
2104	145-149	-0.468354693872449
2104	150-154	-0.04656364995591389
2104	155-159	-0.336939891855387
2104	160-164	0.013682255830808288
2104	165-169	-0.04327870563280101
2104	170-174	0.07007875542650766
2104	175-179	-0.6905023947698012
2104	180-184	-0.48461833629405504
2104	185-189	-0.500670238832214
2104	190-194	-0.25535841443707596
2104	195-199	-0.9277472019587378
2104	200-204	-0.47097310592486963
2104	205-209	-0.45297347606875604
2104	210-214	-1.2364272763932718
2104	215-219	-1.6947166880567863
2104	220-224	-0.8965012060138449
2104	225-229	-0.5830416848285793
2104	230-234	-1.6491740265173576
2104	235-239	-0.9490744068199817
2104	240-244	-0.4009071178687975
2104	245-249	-0.21798225927421555
2104	250-254	-1.0141829166041347
2104	255-259	-1.6981726744905075
2104	260-264	-0.7732024978382057
2104	265-269	-0.931135894431268
2104	270-274	-0.38454964512384393
2104	275-279	-0.9305768609506551
2104	280-284	-0.5808212270120201
2104	285-289	-1.0051462512460958
2104	290-294	-1.404055517347608
2104	295-299	-1.670273183317775
2104	300-304	-1.3772290969251095
2104	305-309	-0.8519592588453406
2104	310-314	-0.3991664669332913
2104	315-319	0.3142052108738689
2104	320-324	-0.14793249493891736
2104	325-326	2.7875956903644195
2105	1	0.05033506067601223
2105	2	0.05794792024553175
2105	3	0.051365069740306524
2105	4	-0.1120892439227319
2105	5	-5.044416653916528E-4
2105	6	-0.03592885782060051
2105	7	0.07909734815592628
2105	8	0.07724239892822027
2105	9	-0.11932282977183917
2105	10-14	-0.24154021115158741
2105	15-19	-0.2342613594857781
2105	20-24	-0.1470348715653671
2105	25-29	-0.1190648386320774
2105	30-34	-0.2496145403229164
2105	35-39	-0.11265932042230986
2105	40-44	-0.4298837371246904
2105	45-49	-0.6065778867216238
2105	50-54	-0.4523350506732271
2105	55-59	-0.37430455519132977
2105	60-64	-0.5772692178707572
2105	65-69	-0.8959146867134606
2105	70-74	-0.6801653771440712
2105	75-79	-0.4752531780427063
2105	80-84	-0.0969516193730584
2105	85-89	0.16499033330688206
2105	90-94	0.18769633751333714
2105	95-99	0.3275089196199872
2105	100-104	0.21869412221677464
2105	105-109	0.18651441967178073
2105	110-114	0.3132279673448153
2105	115-119	0.07164856656869034
2105	120-124	0.14018803385727807
2105	125-129	0.2931323475801477
2105	130-134	0.4309617999533799
2105	135-139	0.29723763930562086
2105	140-144	0.2591374951217702
2105	145-149	0.28823466562182176
2105	150-154	0.33650092264768716
2105	155-159	0.3333686789911283
2105	160-164	0.16610173902078174
2105	165-169	-3.1857968016227147
2105	170-174	-0.34279820457452104
2105	175-179	-0.04802249612008325
2105	180-184	-0.16519944516284113
2105	185-189	0.13527282166600685
2105	190-194	0.1217995761281685
2105	195-199	-0.044629789701211564
2105	200-204	-0.09684352781449235
2105	205-209	-0.17217718885022038
2105	210-214	-0.7873850746985767
2105	215-219	-1.1364199074559451
2105	220-224	-0.9682186220911007
